refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR6191948	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_A11_scRNA-seq	
SRR6191949	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_A12_scRNA-seq	
SRR6191950	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B01_scRNA-seq	
SRR6191951	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B02_scRNA-seq	
SRR6191952	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B03_scRNA-seq	
SRR6191953	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B04_scRNA-seq	
SRR6191954	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B05_scRNA-seq	
SRR6191955	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B06_scRNA-seq	
SRR6191956	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B07_scRNA-seq	
SRR6191957	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B08_scRNA-seq	
SRR6191958	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B09_scRNA-seq	
SRR6191959	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B10_scRNA-seq	
SRR6191960	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B11_scRNA-seq	
SRR6191961	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_B12_scRNA-seq	
SRR6191962	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C01_scRNA-seq	
SRR6191963	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C02_scRNA-seq	
SRR6191964	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C03_scRNA-seq	
SRR6191965	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C04_scRNA-seq	
SRR6191966	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C05_scRNA-seq	
SRR6191967	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C06_scRNA-seq	
SRR6191968	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C08_scRNA-seq	
SRR6191969	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C10_scRNA-seq	
SRR6191970	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C11_scRNA-seq	
SRR6191971	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_C12_scRNA-seq	
SRR6191972	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D01_scRNA-seq	
SRR6191973	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D02_scRNA-seq	
SRR6191974	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D03_scRNA-seq	
SRR6191975	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D05_scRNA-seq	
SRR6191976	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D06_scRNA-seq	
SRR6191977	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D07_scRNA-seq	
SRR6191978	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D08_scRNA-seq	
SRR6191979	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D09_scRNA-seq	
SRR6191980	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D10_scRNA-seq	
SRR6191981	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_D12_scRNA-seq	
SRR6191982	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E01_scRNA-seq	
SRR6191983	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E02_scRNA-seq	
SRR6191984	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E03_scRNA-seq	
SRR6191985	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E04_scRNA-seq	
SRR6191986	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E05_scRNA-seq	
SRR6191987	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E06_scRNA-seq	
SRR6191988	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E07_scRNA-seq	
SRR6191989	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E08_scRNA-seq	
SRR6191990	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E09_scRNA-seq	
SRR6191991	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E10_scRNA-seq	
SRR6191992	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E11_scRNA-seq	
SRR6191993	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_E12_scRNA-seq	
SRR6191994	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F01_scRNA-seq	
SRR6191995	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F02_scRNA-seq	
SRR6191996	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F03_scRNA-seq	
SRR6191997	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F04_scRNA-seq	
SRR6191998	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F06_scRNA-seq	
SRR6191999	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F07_scRNA-seq	
SRR6192000	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F08_scRNA-seq	
SRR6192001	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F09_scRNA-seq	
SRR6192002	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F10_scRNA-seq	
SRR6192003	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F11_scRNA-seq	
SRR6192004	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_F12_scRNA-seq	
SRR6192005	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G01_scRNA-seq	
SRR6192006	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G02_scRNA-seq	
SRR6192007	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G03_scRNA-seq	
SRR6192008	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G04_scRNA-seq	
SRR6192009	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G05_scRNA-seq	
SRR6192010	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G06_scRNA-seq	
SRR6192011	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G07_scRNA-seq	
SRR6192012	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G08_scRNA-seq	
SRR6192013	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G09_scRNA-seq	
SRR6192014	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_G11_scRNA-seq	
SRR6192015	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H01_scRNA-seq	
SRR6192016	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H02_scRNA-seq	
SRR6192017	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H03_scRNA-seq	
SRR6192018	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H05_scRNA-seq	
SRR6192019	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H06_scRNA-seq	
SRR6192020	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H07_scRNA-seq	
SRR6192021	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H08_scRNA-seq	
SRR6192022	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H09_scRNA-seq	
SRR6192023	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H10_scRNA-seq	
SRR6192024	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H11_scRNA-seq	
SRR6192025	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t48	t48	BJ_MYO_R1_T48_H12_scRNA-seq	
SRR6192026	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A02_scRNA-seq	
SRR6192027	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A03_scRNA-seq	
SRR6192028	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A04_scRNA-seq	
SRR6192029	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A05_scRNA-seq	
SRR6192030	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A06_scRNA-seq	
SRR6192031	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A07_scRNA-seq	
SRR6192032	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A08_scRNA-seq	
SRR6192033	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A09_scRNA-seq	
SRR6192034	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A10_scRNA-seq	
SRR6192035	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A11_scRNA-seq	
SRR6192036	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_A12_scRNA-seq	
SRR6192037	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B01_scRNA-seq	
SRR6192038	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B02_scRNA-seq	
SRR6192039	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B03_scRNA-seq	
SRR6192040	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B04_scRNA-seq	
SRR6192041	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B05_scRNA-seq	
SRR6192042	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B06_scRNA-seq	
SRR6192043	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B07_scRNA-seq	
SRR6192044	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B08_scRNA-seq	
SRR6192045	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B09_scRNA-seq	
SRR6192046	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r1_t72	t72	BJ_MYO_R1_T72_B10_scRNA-seq	
